"global_step","rebellious-stork-38993360 - valid_lvl3/val_tlg_bias","rebellious-stork-38993360 - valid_lvl3/val_tlg_bias__MIN","rebellious-stork-38993360 - valid_lvl3/val_tlg_bias__MAX","rebellious-stork-38993360 - _step","rebellious-stork-38993360 - _step__MIN","rebellious-stork-38993360 - _step__MAX"
"53536","0.05447386974433007","0.05447386974433007","0.05447386974433007","218014","218014","218014"
"54014","0.04911175387678668","0.04911175387678668","0.04911175387678668","218614","218614","218614"
"54492","0.05609609848724153","0.05609609848724153","0.05609609848724153","219215","219215","219215"
"54970","0.04603783194518959","0.04603783194518959","0.04603783194518959","219815","219815","219815"
"55448","0.05945747108527053","0.05945747108527053","0.05945747108527053","220416","220416","220416"
"55926","0.04834388705785386","0.04834388705785386","0.04834388705785386","221016","221016","221016"
"56404","0.06340322959929323","0.06340322959929323","0.06340322959929323","221617","221617","221617"
"56882","0.05320623692554923","0.05320623692554923","0.05320623692554923","222217","222217","222217"
"57360","0.05840322328134416","0.05840322328134416","0.05840322328134416","222818","222818","222818"
"57838","0.05709958017919584","0.05709958017919584","0.05709958017919584","223418","223418","223418"
"58316","0.06761081801475181","0.06761081801475181","0.06761081801475181","224019","224019","224019"
"58794","0.06506312243940417","0.06506312243940417","0.06506312243940417","224619","224619","224619"
"59272","0.053148309249454774","0.053148309249454774","0.053148309249454774","225220","225220","225220"
"59750","0.050721040377632164","0.050721040377632164","0.050721040377632164","225820","225820","225820"
"60228","0.0645249372240729","0.0645249372240729","0.0645249372240729","226421","226421","226421"
"60706","0.05920916668569239","0.05920916668569239","0.05920916668569239","227021","227021","227021"
"61184","0.05562984548473301","0.05562984548473301","0.05562984548473301","227622","227622","227622"
"61662","0.046170624190917574","0.046170624190917574","0.046170624190917574","228222","228222","228222"
"62140","0.058001201157308876","0.058001201157308876","0.058001201157308876","228823","228823","228823"
"62618","0.07323333983703588","0.07323333983703588","0.07323333983703588","229423","229423","229423"
"63096","0.05919840350151599","0.05919840350151599","0.05919840350151599","230024","230024","230024"
"63574","0.06708305417030203","0.06708305417030203","0.06708305417030203","230624","230624","230624"
"64052","0.04904468556364568","0.04904468556364568","0.04904468556364568","231225","231225","231225"
"64530","0.056754392672491334","0.056754392672491334","0.056754392672491334","231825","231825","231825"
"65008","0.04951667626991343","0.04951667626991343","0.04951667626991343","232426","232426","232426"
"65486","0.061159433477605954","0.061159433477605954","0.061159433477605954","233026","233026","233026"
"65964","0.05930117474725613","0.05930117474725613","0.05930117474725613","233627","233627","233627"
"66442","0.0628229232194523","0.0628229232194523","0.0628229232194523","234227","234227","234227"
"66920","0.07279230060820015","0.07279230060820015","0.07279230060820015","234828","234828","234828"
"67398","0.07014723416441718","0.07014723416441718","0.07014723416441718","235428","235428","235428"
"67876","0.061560224929752834","0.061560224929752834","0.061560224929752834","236029","236029","236029"
"68354","0.05979620436660181","0.05979620436660181","0.05979620436660181","236629","236629","236629"
"68832","0.07577699187617654","0.07577699187617654","0.07577699187617654","237230","237230","237230"
"69310","0.07357300665134038","0.07357300665134038","0.07357300665134038","237830","237830","237830"
"69788","0.06814684379153335","0.06814684379153335","0.06814684379153335","238431","238431","238431"
"70266","0.0597967081464445","0.0597967081464445","0.0597967081464445","239031","239031","239031"
"70744","0.06741451702486628","0.06741451702486628","0.06741451702486628","239632","239632","239632"
"71222","0.06182382109079462","0.06182382109079462","0.06182382109079462","240232","240232","240232"
"71700","0.0763103019637175","0.0763103019637175","0.0763103019637175","240833","240833","240833"
"72178","0.0765253305524731","0.0765253305524731","0.0765253305524731","241433","241433","241433"
"72656","0.08231758520914575","0.08231758520914575","0.08231758520914575","242034","242034","242034"
"73134","0.07964760470741357","0.07964760470741357","0.07964760470741357","242634","242634","242634"
"73612","0.07144710161567976","0.07144710161567976","0.07144710161567976","243235","243235","243235"
"74090","0.061527328816457436","0.061527328816457436","0.061527328816457436","243835","243835","243835"
"74568","0.06910461955703795","0.06910461955703795","0.06910461955703795","244436","244436","244436"
"75046","0.06657385049411693","0.06657385049411693","0.06657385049411693","245036","245036","245036"
"75524","0.05479244320528009","0.05479244320528009","0.05479244320528009","245637","245637","245637"
"76002","0.06147737829134059","0.06147737829134059","0.06147737829134059","246237","246237","246237"
"76480","0.06938026354570563","0.06938026354570563","0.06938026354570563","246838","246838","246838"
"76958","0.07024829426779597","0.07024829426779597","0.07024829426779597","247438","247438","247438"
"77436","0.07460509380474925","0.07460509380474925","0.07460509380474925","248039","248039","248039"
"77914","0.0774931894430222","0.0774931894430222","0.0774931894430222","248639","248639","248639"
"78392","0.07303864774831499","0.07303864774831499","0.07303864774831499","249240","249240","249240"
"78870","0.06694681575903907","0.06694681575903907","0.06694681575903907","249840","249840","249840"
"79348","0.06182455493790957","0.06182455493790957","0.06182455493790957","250441","250441","250441"
"79826","0.06590665142553356","0.06590665142553356","0.06590665142553356","251041","251041","251041"
"80304","0.0560222249123632","0.0560222249123632","0.0560222249123632","251642","251642","251642"
"80782","0.06272403294972789","0.06272403294972789","0.06272403294972789","252242","252242","252242"
"81260","0.05722235840184089","0.05722235840184089","0.05722235840184089","252843","252843","252843"
"81738","0.05971344146662606","0.05971344146662606","0.05971344146662606","253443","253443","253443"
"82216","0.05920361128534214","0.05920361128534214","0.05920361128534214","254044","254044","254044"
"82694","0.06760156246570823","0.06760156246570823","0.06760156246570823","254644","254644","254644"
"83172","0.06957599867559904","0.06957599867559904","0.06957599867559904","255245","255245","255245"
"83650","0.08490285300052701","0.08490285300052701","0.08490285300052701","255845","255845","255845"
"84128","0.07580705752311936","0.07580705752311936","0.07580705752311936","256446","256446","256446"
"84606","0.05674309509161573","0.05674309509161573","0.05674309509161573","257046","257046","257046"
"85084","0.08163102516286577","0.08163102516286577","0.08163102516286577","257647","257647","257647"
"85562","0.06706795859962511","0.06706795859962511","0.06706795859962511","258247","258247","258247"
"86040","0.06243415594023342","0.06243415594023342","0.06243415594023342","258848","258848","258848"
"86518","0.048316380520984054","0.048316380520984054","0.048316380520984054","259448","259448","259448"
"86996","0.056278446140006565","0.056278446140006565","0.056278446140006565","260049","260049","260049"
"87474","0.06329145235623657","0.06329145235623657","0.06329145235623657","260649","260649","260649"
"87952","0.0632906041574666","0.0632906041574666","0.0632906041574666","261250","261250","261250"
"88430","0.07259113181274958","0.07259113181274958","0.07259113181274958","261850","261850","261850"
"88908","0.06302205136475655","0.06302205136475655","0.06302205136475655","262451","262451","262451"
"89386","0.07632027467330679","0.07632027467330679","0.07632027467330679","263051","263051","263051"
"89864","0.0804674925091557","0.0804674925091557","0.0804674925091557","263652","263652","263652"
"90342","0.062084612887328826","0.062084612887328826","0.062084612887328826","264252","264252","264252"
"90820","0.07027819732507058","0.07027819732507058","0.07027819732507058","264853","264853","264853"
"91298","0.07135911057524097","0.07135911057524097","0.07135911057524097","265453","265453","265453"
"91776","0.05466082433346086","0.05466082433346086","0.05466082433346086","266054","266054","266054"
"92254","0.08234267615420648","0.08234267615420648","0.08234267615420648","266654","266654","266654"
"92732","0.06864497946867815","0.06864497946867815","0.06864497946867815","267255","267255","267255"
"93210","0.06211132901863983","0.06211132901863983","0.06211132901863983","267855","267855","267855"
"93688","0.06880667518961649","0.06880667518961649","0.06880667518961649","268456","268456","268456"
"94166","0.07522894926846792","0.07522894926846792","0.07522894926846792","269056","269056","269056"
"94644","0.07625049913230424","0.07625049913230424","0.07625049913230424","269657","269657","269657"
"95122","0.08415220293383567","0.08415220293383567","0.08415220293383567","270257","270257","270257"
"95600","0.08040941867213218","0.08040941867213218","0.08040941867213218","270858","270858","270858"
"96078","0.06225101535136883","0.06225101535136883","0.06225101535136883","271458","271458","271458"
"96556","0.07297533720460099","0.07297533720460099","0.07297533720460099","272059","272059","272059"
"97034","0.06520178331359205","0.06520178331359205","0.06520178331359205","272659","272659","272659"
"97512","0.10433091039661892","0.10433091039661892","0.10433091039661892","273260","273260","273260"
"97990","0.08022878142611052","0.08022878142611052","0.08022878142611052","273860","273860","273860"
"98468","0.06808964164893275","0.06808964164893275","0.06808964164893275","274461","274461","274461"
"98946","0.08066208665378582","0.08066208665378582","0.08066208665378582","275061","275061","275061"
"99424","0.06238165786971177","0.06238165786971177","0.06238165786971177","275662","275662","275662"
"99902","0.07539807699429683","0.07539807699429683","0.07539807699429683","276262","276262","276262"
"100380","0.07034760990138285","0.07034760990138285","0.07034760990138285","276863","276863","276863"
"100858","0.07671307257782572","0.07671307257782572","0.07671307257782572","277463","277463","277463"
"101336","0.06865095797305305","0.06865095797305305","0.06865095797305305","278064","278064","278064"
"101814","0.08396944460512784","0.08396944460512784","0.08396944460512784","278664","278664","278664"
"102292","0.06585139603554033","0.06585139603554033","0.06585139603554033","279265","279265","279265"
"102770","0.056456376950686366","0.056456376950686366","0.056456376950686366","279865","279865","279865"
"103248","0.0744798943409338","0.0744798943409338","0.0744798943409338","280466","280466","280466"
"103726","0.07409059411834161","0.07409059411834161","0.07409059411834161","281066","281066","281066"
"104204","0.08007691921188663","0.08007691921188663","0.08007691921188663","281667","281667","281667"
"104682","0.0743243869577642","0.0743243869577642","0.0743243869577642","282267","282267","282267"
"105160","0.07516862305074494","0.07516862305074494","0.07516862305074494","282868","282868","282868"
"105638","0.07335903060037452","0.07335903060037452","0.07335903060037452","283468","283468","283468"
"106116","0.07673874425997312","0.07673874425997312","0.07673874425997312","284069","284069","284069"
"106594","0.09507990172968651","0.09507990172968651","0.09507990172968651","284669","284669","284669"
"107072","0.08851614697740819","0.08851614697740819","0.08851614697740819","285270","285270","285270"
"107550","0.07771757742067656","0.07771757742067656","0.07771757742067656","285870","285870","285870"
"108028","0.0745281392039779","0.0745281392039779","0.0745281392039779","286471","286471","286471"
"108506","0.08325795473856254","0.08325795473856254","0.08325795473856254","287071","287071","287071"
"108984","0.06351775836008482","0.06351775836008482","0.06351775836008482","287672","287672","287672"
"109462","0.07067603248064049","0.07067603248064049","0.07067603248064049","288272","288272","288272"
"109940","0.08399949809357238","0.08399949809357238","0.08399949809357238","288873","288873","288873"
"110418","0.07135999236757365","0.07135999236757365","0.07135999236757365","289473","289473","289473"
"110896","0.06142497554612465","0.06142497554612465","0.06142497554612465","290074","290074","290074"
"111374","0.0845785617756729","0.0845785617756729","0.0845785617756729","290674","290674","290674"
"111852","0.07655350426848265","0.07655350426848265","0.07655350426848265","291275","291275","291275"
"112330","0.06569139289823421","0.06569139289823421","0.06569139289823421","291875","291875","291875"
"112808","0.07208517443937942","0.07208517443937942","0.07208517443937942","292476","292476","292476"
"113286","0.07596554331785928","0.07596554331785928","0.07596554331785928","293076","293076","293076"
"113764","0.08551136417409931","0.08551136417409931","0.08551136417409931","293677","293677","293677"
"114242","0.09058321917202705","0.09058321917202705","0.09058321917202705","294277","294277","294277"
"114720","0.08343512108042024","0.08343512108042024","0.08343512108042024","294878","294878","294878"
"115198","0.06286182033662231","0.06286182033662231","0.06286182033662231","295478","295478","295478"
"115676","0.08028315893637064","0.08028315893637064","0.08028315893637064","296079","296079","296079"
"116154","0.06911269710876812","0.06911269710876812","0.06911269710876812","296679","296679","296679"
"116632","0.0656346761858843","0.0656346761858843","0.0656346761858843","297280","297280","297280"
"117110","0.08153822354805203","0.08153822354805203","0.08153822354805203","297880","297880","297880"
"117588","0.07355640382649234","0.07355640382649234","0.07355640382649234","298481","298481","298481"
"118066","0.08523397588839707","0.08523397588839707","0.08523397588839707","299081","299081","299081"
"118544","0.07562046906409356","0.07562046906409356","0.07562046906409356","299682","299682","299682"
"119022","0.09378505268325217","0.09378505268325217","0.09378505268325217","300282","300282","300282"
"119500","0.08802469306959747","0.08802469306959747","0.08802469306959747","300883","300883","300883"
"119978","0.07765179607742585","0.07765179607742585","0.07765179607742585","301483","301483","301483"
"119999","0.08537894622900356","0.08537894622900356","0.08537894622900356","301511","301511","301511"
