"global_step","rebellious-stork-38993360 - valid_lvl3/val_dice_ct","rebellious-stork-38993360 - valid_lvl3/val_dice_ct__MIN","rebellious-stork-38993360 - valid_lvl3/val_dice_ct__MAX","rebellious-stork-38993360 - _step","rebellious-stork-38993360 - _step__MIN","rebellious-stork-38993360 - _step__MAX"
"53536","0.28175589060172057","0.28175589060172057","0.28175589060172057","218014","218014","218014"
"54014","0.2799107157267057","0.2799107157267057","0.2799107157267057","218614","218614","218614"
"54492","0.27587081835820126","0.27587081835820126","0.27587081835820126","219215","219215","219215"
"54970","0.2768076704098628","0.2768076704098628","0.2768076704098628","219815","219815","219815"
"55448","0.27666778442187184","0.27666778442187184","0.27666778442187184","220416","220416","220416"
"55926","0.28163455999814546","0.28163455999814546","0.28163455999814546","221016","221016","221016"
"56404","0.2816478273807428","0.2816478273807428","0.2816478273807428","221617","221617","221617"
"56882","0.27279906395154124","0.27279906395154124","0.27279906395154124","222217","222217","222217"
"57360","0.2785069438127371","0.2785069438127371","0.2785069438127371","222818","222818","222818"
"57838","0.2759217237814879","0.2759217237814879","0.2759217237814879","223418","223418","223418"
"58316","0.2814911389962221","0.2814911389962221","0.2814911389962221","224019","224019","224019"
"58794","0.2777042220800351","0.2777042220800351","0.2777042220800351","224619","224619","224619"
"59272","0.2741128160403325","0.2741128160403325","0.2741128160403325","225220","225220","225220"
"59750","0.2792932712114774","0.2792932712114774","0.2792932712114774","225820","225820","225820"
"60228","0.2719703836318774","0.2719703836318774","0.2719703836318774","226421","226421","226421"
"60706","0.27361306930199647","0.27361306930199647","0.27361306930199647","227021","227021","227021"
"61184","0.27126778547580427","0.27126778547580427","0.27126778547580427","227622","227622","227622"
"61662","0.2815282191985693","0.2815282191985693","0.2815282191985693","228222","228222","228222"
"62140","0.27208704978991777","0.27208704978991777","0.27208704978991777","228823","228823","228823"
"62618","0.2780794103940328","0.2780794103940328","0.2780794103940328","229423","229423","229423"
"63096","0.2792359300148793","0.2792359300148793","0.2792359300148793","230024","230024","230024"
"63574","0.2715626114454025","0.2715626114454025","0.2715626114454025","230624","230624","230624"
"64052","0.27041646914604384","0.27041646914604384","0.27041646914604384","231225","231225","231225"
"64530","0.2733474878164438","0.2733474878164438","0.2733474878164438","231825","231825","231825"
"65008","0.27420399433527237","0.27420399433527237","0.27420399433527237","232426","232426","232426"
"65486","0.27331818831272614","0.27331818831272614","0.27331818831272614","233026","233026","233026"
"65964","0.27452317109474766","0.27452317109474766","0.27452317109474766","233627","233627","233627"
"66442","0.27421291363544953","0.27421291363544953","0.27421291363544953","234227","234227","234227"
"66920","0.2716130369748825","0.2716130369748825","0.2716130369748825","234828","234828","234828"
"67398","0.2710959896063193","0.2710959896063193","0.2710959896063193","235428","235428","235428"
"67876","0.26939556231865514","0.26939556231865514","0.26939556231865514","236029","236029","236029"
"68354","0.2727231001242613","0.2727231001242613","0.2727231001242613","236629","236629","236629"
"68832","0.27090178697537154","0.27090178697537154","0.27090178697537154","237230","237230","237230"
"69310","0.2746935440943791","0.2746935440943791","0.2746935440943791","237830","237830","237830"
"69788","0.27372738336905456","0.27372738336905456","0.27372738336905456","238431","238431","238431"
"70266","0.2728944711196117","0.2728944711196117","0.2728944711196117","239031","239031","239031"
"70744","0.2683928700593802","0.2683928700593802","0.2683928700593802","239632","239632","239632"
"71222","0.27448437305597156","0.27448437305597156","0.27448437305597156","240232","240232","240232"
"71700","0.27014985298499083","0.27014985298499083","0.27014985298499083","240833","240833","240833"
"72178","0.2685463520196768","0.2685463520196768","0.2685463520196768","241433","241433","241433"
"72656","0.26529279274818224","0.26529279274818224","0.26529279274818224","242034","242034","242034"
"73134","0.2680950974806761","0.2680950974806761","0.2680950974806761","242634","242634","242634"
"73612","0.2661938606164394","0.2661938606164394","0.2661938606164394","243235","243235","243235"
"74090","0.27113223992861235","0.27113223992861235","0.27113223992861235","243835","243835","243835"
"74568","0.268355178527343","0.268355178527343","0.268355178527343","244436","244436","244436"
"75046","0.2713499863942464","0.2713499863942464","0.2713499863942464","245036","245036","245036"
"75524","0.26907733159187514","0.26907733159187514","0.26907733159187514","245637","245637","245637"
"76002","0.27188918682245106","0.27188918682245106","0.27188918682245106","246237","246237","246237"
"76480","0.2692875189658923","0.2692875189658923","0.2692875189658923","246838","246838","246838"
"76958","0.2698935912205623","0.2698935912205623","0.2698935912205623","247438","247438","247438"
"77436","0.26802083467825866","0.26802083467825866","0.26802083467825866","248039","248039","248039"
"77914","0.2691650512890938","0.2691650512890938","0.2691650512890938","248639","248639","248639"
"78392","0.2687647220415947","0.2687647220415947","0.2687647220415947","249240","249240","249240"
"78870","0.27086917406473404","0.27086917406473404","0.27086917406473404","249840","249840","249840"
"79348","0.27190281183291704","0.27190281183291704","0.27190281183291704","250441","250441","250441"
"79826","0.26843806413503796","0.26843806413503796","0.26843806413503796","251041","251041","251041"
"80304","0.27411145736009646","0.27411145736009646","0.27411145736009646","251642","251642","251642"
"80782","0.27010847819157136","0.27010847819157136","0.27010847819157136","252242","252242","252242"
"81260","0.27335383341862607","0.27335383341862607","0.27335383341862607","252843","252843","252843"
"81738","0.27158312308482635","0.27158312308482635","0.27158312308482635","253443","253443","253443"
"82216","0.26810156687712056","0.26810156687712056","0.26810156687712056","254044","254044","254044"
"82694","0.2694094349176456","0.2694094349176456","0.2694094349176456","254644","254644","254644"
"83172","0.26659494944107837","0.26659494944107837","0.26659494944107837","255245","255245","255245"
"83650","0.2690402116530981","0.2690402116530981","0.2690402116530981","255845","255845","255845"
"84128","0.2691538731257121","0.2691538731257121","0.2691538731257121","256446","256446","256446"
"84606","0.2668544604228093","0.2668544604228093","0.2668544604228093","257046","257046","257046"
"85084","0.26549991277547985","0.26549991277547985","0.26549991277547985","257647","257647","257647"
"85562","0.2671975111350035","0.2671975111350035","0.2671975111350035","258247","258247","258247"
"86040","0.26927113838684863","0.26927113838684863","0.26927113838684863","258848","258848","258848"
"86518","0.2686623732248942","0.2686623732248942","0.2686623732248942","259448","259448","259448"
"86996","0.26941526853121245","0.26941526853121245","0.26941526853121245","260049","260049","260049"
"87474","0.2663602095383864","0.2663602095383864","0.2663602095383864","260649","260649","260649"
"87952","0.27155712017646205","0.27155712017646205","0.27155712017646205","261250","261250","261250"
"88430","0.2665901505030118","0.2665901505030118","0.2665901505030118","261850","261850","261850"
"88908","0.2731578059685536","0.2731578059685536","0.2731578059685536","262451","262451","262451"
"89386","0.26639949052761763","0.26639949052761763","0.26639949052761763","263051","263051","263051"
"89864","0.26595126207058245","0.26595126207058245","0.26595126207058245","263652","263652","263652"
"90342","0.26753675173490477","0.26753675173490477","0.26753675173490477","264252","264252","264252"
"90820","0.2669425897109203","0.2669425897109203","0.2669425897109203","264853","264853","264853"
"91298","0.2665580404110444","0.2665580404110444","0.2665580404110444","265453","265453","265453"
"91776","0.2728617603962238","0.2728617603962238","0.2728617603962238","266054","266054","266054"
"92254","0.2668497547125205","0.2668497547125205","0.2668497547125205","266654","266654","266654"
"92732","0.2631727136098422","0.2631727136098422","0.2631727136098422","267255","267255","267255"
"93210","0.26693993501174146","0.26693993501174146","0.26693993501174146","267855","267855","267855"
"93688","0.26936561939043874","0.26936561939043874","0.26936561939043874","268456","268456","268456"
"94166","0.26494048956112987","0.26494048956112987","0.26494048956112987","269056","269056","269056"
"94644","0.26841028378559995","0.26841028378559995","0.26841028378559995","269657","269657","269657"
"95122","0.264597081221067","0.264597081221067","0.264597081221067","270257","270257","270257"
"95600","0.2652809833868956","0.2652809833868956","0.2652809833868956","270858","270858","270858"
"96078","0.26495672647769636","0.26495672647769636","0.26495672647769636","271458","271458","271458"
"96556","0.2664984907859411","0.2664984907859411","0.2664984907859411","272059","272059","272059"
"97034","0.26482762740208554","0.26482762740208554","0.26482762740208554","272659","272659","272659"
"97512","0.26913637228501147","0.26913637228501147","0.26913637228501147","273260","273260","273260"
"97990","0.26679502847867137","0.26679502847867137","0.26679502847867137","273860","273860","273860"
"98468","0.2646227601246956","0.2646227601246956","0.2646227601246956","274461","274461","274461"
"98946","0.26700938359285015","0.26700938359285015","0.26700938359285015","275061","275061","275061"
"99424","0.2705597785802988","0.2705597785802988","0.2705597785802988","275662","275662","275662"
"99902","0.26767880335832256","0.26767880335832256","0.26767880335832256","276262","276262","276262"
"100380","0.2674711499458704","0.2674711499458704","0.2674711499458704","276863","276863","276863"
"100858","0.2637376769995078","0.2637376769995078","0.2637376769995078","277463","277463","277463"
"101336","0.2666959059544099","0.2666959059544099","0.2666959059544099","278064","278064","278064"
"101814","0.2689010806572743","0.2689010806572743","0.2689010806572743","278664","278664","278664"
"102292","0.2680471004583897","0.2680471004583897","0.2680471004583897","279265","279265","279265"
"102770","0.2655933056122217","0.2655933056122217","0.2655933056122217","279865","279865","279865"
"103248","0.26773749253688717","0.26773749253688717","0.26773749253688717","280466","280466","280466"
"103726","0.26606721297288555","0.26606721297288555","0.26606721297288555","281066","281066","281066"
"104204","0.2644914052425287","0.2644914052425287","0.2644914052425287","281667","281667","281667"
"104682","0.2640678133720007","0.2640678133720007","0.2640678133720007","282267","282267","282267"
"105160","0.2624242550287491","0.2624242550287491","0.2624242550287491","282868","282868","282868"
"105638","0.2651998920318408","0.2651998920318408","0.2651998920318408","283468","283468","283468"
"106116","0.2651707132657369","0.2651707132657369","0.2651707132657369","284069","284069","284069"
"106594","0.26105636205428684","0.26105636205428684","0.26105636205428684","284669","284669","284669"
"107072","0.2632286976545285","0.2632286976545285","0.2632286976545285","285270","285270","285270"
"107550","0.26669801198519194","0.26669801198519194","0.26669801198519194","285870","285870","285870"
"108028","0.2653402288754781","0.2653402288754781","0.2653402288754781","286471","286471","286471"
"108506","0.26294956451807266","0.26294956451807266","0.26294956451807266","287071","287071","287071"
"108984","0.2700674411578056","0.2700674411578056","0.2700674411578056","287672","287672","287672"
"109462","0.2649661210867075","0.2649661210867075","0.2649661210867075","288272","288272","288272"
"109940","0.26503529915442836","0.26503529915442836","0.26503529915442836","288873","288873","288873"
"110418","0.26532744902830857","0.26532744902830857","0.26532744902830857","289473","289473","289473"
"110896","0.2706418266663185","0.2706418266663185","0.2706418266663185","290074","290074","290074"
"111374","0.2643914513098888","0.2643914513098888","0.2643914513098888","290674","290674","290674"
"111852","0.2648834693126189","0.2648834693126189","0.2648834693126189","291275","291275","291275"
"112330","0.2651201822818854","0.2651201822818854","0.2651201822818854","291875","291875","291875"
"112808","0.26464517147113115","0.26464517147113115","0.26464517147113115","292476","292476","292476"
"113286","0.26901343082770324","0.26901343082770324","0.26901343082770324","293076","293076","293076"
"113764","0.26614054502584994","0.26614054502584994","0.26614054502584994","293677","293677","293677"
"114242","0.26831680383437717","0.26831680383437717","0.26831680383437717","294277","294277","294277"
"114720","0.26632493581527317","0.26632493581527317","0.26632493581527317","294878","294878","294878"
"115198","0.2666757290179913","0.2666757290179913","0.2666757290179913","295478","295478","295478"
"115676","0.26610714197158813","0.26610714197158813","0.26610714197158813","296079","296079","296079"
"116154","0.2639141113330156","0.2639141113330156","0.2639141113330156","296679","296679","296679"
"116632","0.2676129310559004","0.2676129310559004","0.2676129310559004","297280","297280","297280"
"117110","0.26511809153434557","0.26511809153434557","0.26511809153434557","297880","297880","297880"
"117588","0.2673162558139899","0.2673162558139899","0.2673162558139899","298481","298481","298481"
"118066","0.26335134414526135","0.26335134414526135","0.26335134414526135","299081","299081","299081"
"118544","0.26694110112312514","0.26694110112312514","0.26694110112312514","299682","299682","299682"
"119022","0.26172372469535243","0.26172372469535243","0.26172372469535243","300282","300282","300282"
"119500","0.26110775195635283","0.26110775195635283","0.26110775195635283","300883","300883","300883"
"119978","0.263004217392359","0.263004217392359","0.263004217392359","301483","301483","301483"
"119999","0.2630804058833","0.2630804058833","0.2630804058833","301511","301511","301511"
